"Gene > GO Annotation > Ontology Term . Name","Gene > Systematic Name","Gene > GO Annotation > Ontology Term . Namespace"
"oxidation-reduction process","YKL150W","biological_process"
"oxidation-reduction process","YKL192C","biological_process"
"oxidation-reduction process","YKL195W","biological_process"
"oxidation-reduction process","YKL216W","biological_process"
"oxidation-reduction process","YKR009C","biological_process"
"oxidation-reduction process","YKR049C","biological_process"
"oxidation-reduction process","YKR066C","biological_process"
"oxidation-reduction process","YKR069W","biological_process"
"oxidation-reduction process","YKR080W","biological_process"
"oxidation-reduction process","YLL041C","biological_process"
"oxidation-reduction process","YLL051C","biological_process"
"oxidation-reduction process","YLR011W","biological_process"
"oxidation-reduction process","YLR038C","biological_process"
"oxidation-reduction process","YLR043C","biological_process"
"oxidation-reduction process","YLR047C","biological_process"
"oxidation-reduction process","YLR056W","biological_process"
"oxidation-reduction process","YLR100W","biological_process"
"oxidation-reduction process","YLR109W","biological_process"
"oxidation-reduction process","YLR214W","biological_process"
"oxidation-reduction process","YLR355C","biological_process"
"oxidation-reduction process","YLR364W","biological_process"
"oxidation-reduction process","YLR395C","biological_process"
"oxidation-reduction process","YLR401C","biological_process"
"oxidation-reduction process","YLR405W","biological_process"
"oxidation-reduction process","YLR450W","biological_process"
"oxidation-reduction process","YML028W","biological_process"
"oxidation-reduction process","YML051W","biological_process"
"oxidation-reduction process","YML075C","biological_process"
"oxidation-reduction process","YML080W","biological_process"
"oxidation-reduction process","YML086C","biological_process"
"oxidation-reduction process","YML120C","biological_process"
"oxidation-reduction process","YML125C","biological_process"
"oxidation-reduction process","YML130C","biological_process"
"oxidation-reduction process","YMR009W","biological_process"
"oxidation-reduction process","YMR015C","biological_process"
"oxidation-reduction process","YMR020W","biological_process"
"oxidation-reduction process","YMR038C","biological_process"
"oxidation-reduction process","YMR041C","biological_process"
"oxidation-reduction process","YMR058W","biological_process"
"oxidation-reduction process","YMR083W","biological_process"
"oxidation-reduction process","YMR110C","biological_process"
"oxidation-reduction process","YMR145C","biological_process"
"oxidation-reduction process","YMR152W","biological_process"
"oxidation-reduction process","YMR189W","biological_process"
"oxidation-reduction process","YMR226C","biological_process"
"oxidation-reduction process","YMR256C","biological_process"
"oxidation-reduction process","YMR272C","biological_process"
"oxidation-reduction process","YMR318C","biological_process"
"oxidation-reduction process","YNL037C","biological_process"
"oxidation-reduction process","YNL052W","biological_process"
"oxidation-reduction process","YNL229C","biological_process"
"oxidation-reduction process","YNL241C","biological_process"
"oxidation-reduction process","YNL274C","biological_process"
"oxidation-reduction process","YNL280C","biological_process"
"oxidation-reduction process","YNR015W","biological_process"
"oxidation-reduction process","YNR050C","biological_process"
"oxidation-reduction process","YNR074C","biological_process"
"oxidation-reduction process","YOL059W","biological_process"
"oxidation-reduction process","YOL086C","biological_process"
"oxidation-reduction process","YOL151W","biological_process"
"oxidation-reduction process","YOL152W","biological_process"
"oxidation-reduction process","YOR037W","biological_process"
"oxidation-reduction process","YOR065W","biological_process"
"oxidation-reduction process","YOR125C","biological_process"
"oxidation-reduction process","YOR136W","biological_process"
"oxidation-reduction process","YOR236W","biological_process"
"oxidation-reduction process","YOR356W","biological_process"
"oxidation-reduction process","YOR374W","biological_process"
"oxidation-reduction process","YOR375C","biological_process"
"oxidation-reduction process","YPL023C","biological_process"
"oxidation-reduction process","YPL032C","biological_process"
"oxidation-reduction process","YPL059W","biological_process"
"oxidation-reduction process","YPL061W","biological_process"
"oxidation-reduction process","YPL091W","biological_process"
"oxidation-reduction process","YPL156C","biological_process"
"oxidation-reduction process","YPL207W","biological_process"
"oxidation-reduction process","YPL231W","biological_process"
"oxidation-reduction process","YPL252C","biological_process"
"oxidation-reduction process","YPR004C","biological_process"
"oxidation-reduction process","YPR037C","biological_process"
"oxidation-reduction process","YPR048W","biological_process"
"oxidation-reduction process","YPR167C","biological_process"
"oxidation-reduction process","YPR191W","biological_process"
"oxidative demethylation","YER049W","biological_process"
"oxidative DNA demethylase activity","YER049W","molecular_function"
"oxidative phosphorylation","YGL187C","biological_process"
"oxidative phosphorylation","YGL191W","biological_process"
"oxidative phosphorylation","YHR051W","biological_process"
"oxidative phosphorylation","YLR038C","biological_process"
"oxidative phosphorylation","YOR065W","biological_process"
"oxidized purine nucleobase lesion DNA N-glycosylase activity","YAL015C","molecular_function"
"oxidized purine nucleobase lesion DNA N-glycosylase activity","YML060W","molecular_function"
"oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity","YAL015C","molecular_function"
"oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity","YOL043C","molecular_function"
"oxidoreductase activity","YAL060W","molecular_function"
"oxidoreductase activity","YBL064C","molecular_function"
"oxidoreductase activity","YBL069W","molecular_function"
"oxidoreductase activity","YBL098W","molecular_function"
"oxidoreductase activity","YBR006W","molecular_function"
"oxidoreductase activity","YBR026C","molecular_function"
"oxidoreductase activity","YBR035C","molecular_function"
"oxidoreductase activity","YBR046C","molecular_function"
"oxidoreductase activity","YBR052C","molecular_function"
"oxidoreductase activity","YBR084W","molecular_function"
"oxidoreductase activity","YBR115C","molecular_function"
"oxidoreductase activity","YBR145W","molecular_function"
"oxidoreductase activity","YBR149W","molecular_function"
"oxidoreductase activity","YBR153W","molecular_function"
"oxidoreductase activity","YBR159W","molecular_function"
"oxidoreductase activity","YBR166C","molecular_function"
"oxidoreductase activity","YBR221C","molecular_function"
"oxidoreductase activity","YBR244W","molecular_function"
"oxidoreductase activity","YBR256C","molecular_function"
"oxidoreductase activity","YBR265W","molecular_function"
"oxidoreductase activity","YCL030C","molecular_function"
"oxidoreductase activity","YCL033C","molecular_function"
"oxidoreductase activity","YCR004C","molecular_function"
"oxidoreductase activity","YDL015C","molecular_function"
"oxidoreductase activity","YDL022W","molecular_function"
"oxidoreductase activity","YDL066W","molecular_function"
"oxidoreductase activity","YDL067C","molecular_function"
"oxidoreductase activity","YDL078C","molecular_function"
"oxidoreductase activity","YDL120W","molecular_function"
"oxidoreductase activity","YDL124W","molecular_function"
"oxidoreductase activity","YDL168W","molecular_function"
"oxidoreductase activity","YDL174C","molecular_function"
"oxidoreductase activity","YDL178W","molecular_function"
"oxidoreductase activity","YDL215C","molecular_function"
"oxidoreductase activity","YDR044W","molecular_function"
"oxidoreductase activity","YDR127W","molecular_function"
"oxidoreductase activity","YDR158W","molecular_function"
"oxidoreductase activity","YDR197W","molecular_function"
"oxidoreductase activity","YDR297W","molecular_function"
"oxidoreductase activity","YDR353W","molecular_function"
"oxidoreductase activity","YDR368W","molecular_function"
"oxidoreductase activity","YDR376W","molecular_function"
"oxidoreductase activity","YEL024W","molecular_function"
"oxidoreductase activity","YEL047C","molecular_function"
"oxidoreductase activity","YEL071W","molecular_function"
"oxidoreductase activity","YER014W","molecular_function"
"oxidoreductase activity","YER023W","molecular_function"
"oxidoreductase activity","YER042W","molecular_function"
"oxidoreductase activity","YER049W","molecular_function"
"oxidoreductase activity","YER051W","molecular_function"
"oxidoreductase activity","YER069W","molecular_function"
"oxidoreductase activity","YER070W","molecular_function"
"oxidoreductase activity","YER073W","molecular_function"
"oxidoreductase activity","YER081W","molecular_function"
"oxidoreductase activity","YER101C","molecular_function"
"oxidoreductase activity","YER178W","molecular_function"
"oxidoreductase activity","YFL041W","molecular_function"
"oxidoreductase activity","YFR030W","molecular_function"
"oxidoreductase activity","YGL001C","molecular_function"
"oxidoreductase activity","YGL012W","molecular_function"
"oxidoreductase activity","YGL039W","molecular_function"
"oxidoreductase activity","YGL055W","molecular_function"
"oxidoreductase activity","YGL125W","molecular_function"
"oxidoreductase activity","YGL157W","molecular_function"
"oxidoreductase activity","YGL160W","molecular_function"
"oxidoreductase activity","YGL187C","molecular_function"
"oxidoreductase activity","YGL191W","molecular_function"
"oxidoreductase activity","YGL256W","molecular_function"
"oxidoreductase activity","YGR060W","molecular_function"
"oxidoreductase activity","YGR088W","molecular_function"
"oxidoreductase activity","YGR175C","molecular_function"
"oxidoreductase activity","YGR180C","molecular_function"
"oxidoreductase activity","YGR204W","molecular_function"
"oxidoreductase activity","YGR234W","molecular_function"
"oxidoreductase activity","YGR255C","molecular_function"
"oxidoreductase activity","YHR007C","molecular_function"
"oxidoreductase activity","YHR008C","molecular_function"
"oxidoreductase activity","YHR037W","molecular_function"
"oxidoreductase activity","YHR039C","molecular_function"
"oxidoreductase activity","YHR042W","molecular_function"
"oxidoreductase activity","YHR051W","molecular_function"
"oxidoreductase activity","YHR063C","molecular_function"
"oxidoreductase activity","YHR067W","molecular_function"
"oxidoreductase activity","YHR104W","molecular_function"
"oxidoreductase activity","YHR106W","molecular_function"
"oxidoreductase activity","YHR179W","molecular_function"
"oxidoreductase activity","YHR183W","molecular_function"
"oxidoreductase activity","YHR190W","molecular_function"
"oxidoreductase activity","YIL010W","molecular_function"
"oxidoreductase activity","YIL043C","molecular_function"
"oxidoreductase activity","YIL049W","molecular_function"
"oxidoreductase activity","YIL074C","molecular_function"
"oxidoreductase activity","YIL094C","molecular_function"
"oxidoreductase activity","YIL124W","molecular_function"
"oxidoreductase activity","YIL125W","molecular_function"
"oxidoreductase activity","YIL155C","molecular_function"
"oxidoreductase activity","YIR034C","molecular_function"
"oxidoreductase activity","YIR037W","molecular_function"
"oxidoreductase activity","YJL026W","molecular_function"
"oxidoreductase activity","YJL050W","molecular_function"
